porosite,permeabilite
0.908935235645558,83.6379087665702
0.895255766451078,86.2288288359949
0.905202483993484,69.4929940215449
0.905677121324547,96.4894787499759
0.914390855743706,92.1657766164455
0.906949179264981,96.8922206730766
0.89874872553135,109.686134688253
0.901860639974517,106.622170217442
0.90086918530804,96.4734756554506
0.909321955989098,61.7063418130165
0.899086413254022,55.2615968811048
0.897191965952785,67.6102340041424
0.892609111999667,91.1886766916725
0.886615849683734,72.7525167616414
0.891166933970106,62.886523993624
0.893141731834352,84.861339202436
0.893564397707488,96.0937430878986
0.89856809927925,70.6176470437668
0.882998177855444,97.6898497433814
0.888640512707869,89.5084397262292
0.902640937208947,98.3875310235057
0.904650054998363,70.8553128684688
0.904740357794396,76.1197458126779
0.885349291504779,68.6451730964415
0.908676405134734,70.1341044644492
0.897505558149137,80.3336381734212
0.890063226787814,73.0315880914844
0.898358660181069,68.3231639153178
0.91513311152534,61.0490585828895
0.901082789580252,65.0371617498279
0.899549254706829,60.0613487340076
0.898582650273219,64.2909345870691
0.900719636495353,84.4481341883031
0.901198379506556,65.5958268889499
0.905466580260424,89.116522187727
0.900397490514019,78.5215285086865
0.899799666440221,53.8394893087289
0.898020285742817,75.3739286786545
0.906086039743971,98.9035913757526
0.895730560191652,65.9899967777747
0.894256761935459,88.5873189354126
0.885965628341581,64.6938855222995
0.896369532358712,104.749482280367
0.908476445037421,70.374217569253
0.907545270666729,71.1487964800996
0.899494186292225,86.8206044616529
0.889540225580187,83.3873781058302
0.893971499886993,78.8920851669706
0.9014239264457,65.8736274310456
0.905873610196435,88.3140177615145
0.910271668929258,85.7211381405756
0.901695750024923,80.7954626268295
0.900129006982579,84.5678885777903
0.898195092270239,62.1846165317142
0.901321610505763,85.9217241289487
0.896836799022793,80.485269753074
0.904110645884893,56.1999160574771
0.907754758422862,87.4622214697372
0.902088719673597,52.6712589461571
0.891429015184358,82.2241885080429
0.89915471065132,47.0727282048372
0.887076441372214,93.6192822945593
0.893808421951116,84.2566764358249
0.904960654256193,80.7055825657919
0.894416856620256,99.7155845475941
0.895564080738548,77.116781385478
0.900767917036522,81.4329263004409
0.894675929246234,80.0302795512577
0.893108790454061,71.7327162695607
0.892734596985283,54.6316078384947
0.904828773585485,73.7522402144376
0.897792935170203,90.2497982739785
0.903058341392992,76.9278393929735
0.906504523777304,79.832094088225
0.897986954441762,87.5504667678803
0.903872119449205,76.3902213097897
0.904554252642903,93.8724818761275
0.899269099206497,92.3200922232505
0.895379796193167,73.3523198455912
0.903790491987751,77.8860994240538
0.908077930178729,89.7032158587373
0.911978827401224,102.590821360109
0.905148895710905,71.9430340844356
0.906303229365228,78.2083126093871
0.900219947491335,51.4534023320374
0.890910978831552,107.921605372934
0.905963783102609,83.9657571857689
0.906782325980504,99.3490434666884
0.896918198930158,101.200101211482
0.907387932893616,72.2893467179148
0.894872050242643,59.0369345618429
0.906315000082757,87.0471733051756
0.896028205242767,83.276852442499
0.896613465277915,75.8531442461193
0.907203485531065,57.6584651519522
0.89055941844299,63.7094375400725
0.904330488901086,100.526562882063
0.895914605068438,67.9183843047731
0.889867969727341,89.3736787045318
0.898454585456608,82.8109941795531
0.910573695033259,65.1140374729843
